'bout	bˈaʊt
acquitting	əkwˈɪtɪŋ
acre	ˈeɪkɚ
acreage	ˈeɪkɚɪdʒ
acreage	ˈeɪkɹədʒ
acree	əkɹˈi
acres	ˈeɪkɚz
acrey	ˈækɹi
acri	ˈɑkɹi
acrid	ˈækɹɪd
acrimonious	ˌækɹəmˈoʊniəs
acrimony	ˈækɹɪmˌoʊni
acro	ˈækɹoʊ
acrobat	ˈækɹəbˌæt
acrobatic	ˌækɹəbˈætɪk
acrobatics	ˌækɹəbˈætɪks
acrobats	ˈækɹəbˌæts
acrolein	ˈækɹoʊlˌin
acronym	ˈækɹənɪm
acronyms	ˈækɹənɪmz
acropolis	əkɹˈɑpələs
across	əkɹˈɔs
acrylic	əkɹˈɪlɪk
acrylics	əkɹˈɪlɪks
act	ˈækt
act's	ˈækts
acta	ˈæktɑ
actava	ˌæktˈɑvə
actava's	ˌæktˈɑvəz
actavas	ˌæktˈɑvəz
acted	ˈæktɪd
actel	ˈæktɛl
actigall	ˈæktɪɡɔl
actin	ˈæktən
acting	ˈæktɪŋ
actinide	ˈæktɪnˌaɪd
actinidia	ˌæktɪnˈɪdiə
actinomycosis	ˌæktˌɪnoʊmˌaɪkˈoʊsɪs
action	ˈækʃən
action's	ˈækʃənz
actionable	ˈækʃənəbəl
actions	ˈækʃənz
activase	ˈæktɪvˌeɪz
activate	ˈæktəvˌeɪt
activated	ˈæktəvˌeɪtɪd
activates	ˈæktəvˌeɪts
activating	ˈæktəvˌeɪtɪŋ
activation	ˌæktəvˈeɪʃən
activator	ˈæktəvˌeɪtɚ
active	ˈæktɪv
active's	ˈæktɪvz
actively	ˈæktɪvli
actives	ˈæktɪvz
activision	ˈæktɪvˌɪʒən
activism	ˈæktɪvˌɪzəm
activist	ˈæktəvəst
activist	ˈæktɪvɪst
activists	ˈæktəvəsts
activists	ˈæktɪvɪsts
activists'	ˈæktɪvɪsts
activities	æktˈɪvətiz
activities	æktˈɪvɪtiz
activity	æktˈɪvəti
activity	æktˈɪvɪti
actmedia	æktmˈidiə
actodine	ˈæktoʊdˌaɪn
acton	ˈæktən
actor	ˈæktɚ
actor's	ˈæktɚz
actors	ˈæktɚz
actors'	ˈæktɚz
actress	ˈæktɹəs
actress's	ˈæktɹəsɪz
actresses	ˈæktɹəsɪz
acts	ˈækts
actual	ˈæktʃəwəl
actual	ˈækʃəl
actuality	ˌæktʃuˈælətˌi
actualize	ˈæktʃˌuəlˌaɪz
actually	ˈæktʃli
actually	ˈæktʃˌuəli
actually	ˈækʃəli
actuarial	ˌæktʃˌuˈɛɹiəl
actuaries	ˈæktʃˌuˈɛɹˌiz
actuary	ˈæktʃuˈɛɹˌi
actuate	ˈæktʃˌuˈeɪt
actuator	ˈæktjuˌeɪtɚ
actuator	ˈæktʃuˌeɪtɚ
actuators	ˈæktjuˌeɪtɚz
actuators	ˈæktʃuˌeɪtɚz
actus	ˈæktəs
acuff	əkˈʌf
acuity	əkjˈuəti
acumen	əkjˈumən
acuna	ɑkˈunə
acupuncture	ˈækjupˌʌŋktʃɚ
acura	ˈækjɚə
acura's	ˈækjɚəz
acuras	ˈækjɚəz
acuson	ˌækjˈusən
acustar	ˈækjustˌɑɹ
acusyst	ˈækjusɪst
acute	əkjˈut
acutely	əkjˈutli
acuteness	əkjˈutnəs
acyclovir	əsˈɪkloʊvˌɪɹ
ad	ˈæd
ad's	ˈædz
ad-hoc	ˈædhˈɑk
ad-lib	ˈædlˈɪb
ad-nauseam	ˈædnˈɔziɑm
ad-nauseum	ˈædnˈɔziəm
ada	ˈeɪdə
ada's	ˈeɪdəz
adabel	ˈædəbɛl
adabelle	ˈædəbəl
adachi	ɑdˈɑki
adage	ˈædɪdʒ
adagio	ədˈɑʒiˌoʊ
adah	ˈædɑ
adair	ədˈɛɹ
adaire	ɑdˈɛɹ
adak	ədˈæk
adalah	ɑdˈɑlə
adalia	ɑdˈɑliə
adam	ˈædəm
adam's	ˈædəmz
adamant	ˈædəmənt
adamantly	ˈædəməntli
adamcik	ˈɑdəmtʃɪk
adamczak	ˈɑdəmtʃæk
adamczyk	ˈɑdəmtʃɪk
adame	ɑdˈɑmi
adamec	ədˈɑmɪk
adamek	ədˈɑmɛk
adames	ədˈeɪmz
adami	ɑdˈɑmi
adamik	ədˈɑmɪk
adamina	ɑdɑmˈinə
adamkus	ˈædəmkəs
adamo	ɑdˈɑmoʊ
adamowicz	ədˈɑməvɪtʃ
adams	ˈædəmz
adams'	ˈædəmz
adams's	ˈædəmzɪz
adamski	ədˈæmskˌi
adamson	ˈædəmsən
adamstown	ˈædəmstˌaʊn
adan	ˈeɪdən
adapso	ədˈæpsoʊ
adapt	ədˈæpt
adaptability	ədˌæptəbˈɪləti
adaptable	ədˈæptəbəl
adaptaplex	ədˈæptəplˌɛks
adaptation	ˌædəptˈeɪʃən
adaptations	ˌædæptˈeɪʃənz
adaptec	ədˈæptˌɛk
adaptec's	ədˈæptˌɛks
adapted	ədˈæptɪd
adapter	ədˈæptɚ
adapters	ədˈæptɚz
adapting	ədˈæptɪŋ
adaptive	ədˈæptɪv
adaptor	ədˈæptɚ
adaptors	ədˈæptɚz
adapts	ədˈæpts
adar	ədˈɑɹ
adarand	ˈædəɹˌænd
adare	ədˈɛɹ
adas	ˈeɪdəz
aday	ədˈeɪ
adaza	ədˈɑzə
adblock	ˈædblˌɑk
adcock	ədkˈɑk
adcox	ədkˈɑks
add	ˈæd
addair	ədˈɛɹ
addams	ˈædəmz
added	ˈædəd
added	ˈædɪd
addendum	ədˈɛndəm
addendums	ədˈɛndəmz
addeo	ˈɑdioʊ
adder	ˈædɚ
adderley	ədˈɝli
addicks	ˈædɪks
addict	ədˈɪkt
addict	ˈædˌɪkt
addicted	ədˈɪktɪd
addicting	ədˈɪktɪŋ
addiction	ədˈɪkʃən
addictions	ədˈɪkʃənz
addictive	ədˈɪktɪv
addicts	ədˈɪkts
addicts	ˈædˌɪkts
addidas	ədˈidəs
addidas'	ədˈidəs
addidas's	ədˈidəsɪz
addidases	ədˈidəsɪz
addie	ˈædi
adding	ˈædɪŋ
addington	ˈædɪŋtən
addis	ˈɑdɪs
addis-ababa	ˈɑdisəbˈɑbɑ
addis-ababa	ˈɑdɪsəbˈɑbɑ
addison	ˈædəsən
addison	ˈædɪsən
addison's	ˈædɪsənz
addition	ədˈɪʃən
additional	ədˈɪʃnəl
additional	ədˈɪʃənəl
additionally	ədˈɪʃnəli
additionally	ədˈɪʃənˌʌli
additions	ədˈɪʃənz
additive	ˈædətɪv
additive	ˈædɪtɪv
additives	ˈædətɪvz
additives	ˈædɪtɪvz
addle	ˈædəl
addled	ˈædəld
addleman	ˈædəlmən
address	ədɹˈɛs
address	ˈædɹˌɛs
addressable	ədɹˈɛsəbəl
addressed	ədɹˈɛst
addressee	ˌædɹɛsˈi
addresses	ədɹˈɛsɪz
addresses	ˈædɹˈɛsɪz
addressing	ədɹˈɛsɪŋ
adds	ˈædz
adduci	ɑdˈutʃi
adduct	ˈædəkt
addwest	ˌædwˈɛst
addy	ˈædi
addyston	ˈædistən
ade	ˈeɪd
adee	ədˈi
adel	ədˈɛl
adela	ədˈɛlə
adelaar	ˈædəlˌɑɹ
adelaide	ˈædəlˌeɪd
adelanto	ædəlˈɑntoʊ
adelbert	ədˈɛlbɚt
adele	ədˈɛl
adele's	ədˈɛlz
adeline	ˈædəlˌaɪn
adelizzi	ˌædəlˈizi
adell	ədˈɛl
adell's	ədˈɛlz
adelle	ədˈɛl
adelman	ˈædəlmən
adelman	ˈɛdəlmən
adelmann	ˈædəlmən
adelpha	ədˈɛlfə
adelphi	ədˈɛlfi
adelphia	ədˈɛlfiə
adelphia's	ədˈɛlfiəz
adelsberger	ˈædɪlzbɚɡɚ
adelson	ˈædəlsən
adelstein	ˈædəlstaɪn
adelstein	ˈædəlstin
aden	ˈeɪdən
adena	ˈædɪnə
adenauer	ˈeɪdənˌaʊɹ
adenauer	ˈædənˌaʊɹ
adenine	ˈædənˌin
adenoid	ˈædənˌɔɪd
adenoids	ˈædənˌɔɪdz
adenoscan	ədˈɛnəskˌæn
adenosine	ədˈɛnəsˌin
adenovirus	ədˈɛnəvˌaɪɹəs
adept	ədˈɛpt
adequacy	ˈædəkwəsi
adequate	ˈædəkwət
adequate	ˈædəkwˌeɪt
adequately	ˈædəkwətli
adequately	ˈædəkwɪtli
ader	ˈeɪdɚ
aderhold	ˈædɚhoʊld
aderholt	ˈædɚhoʊlt
aderman	ˈædɚmən
ades	ˈeɪdz
adey	ˈeɪdi
adger	ˈædʒɚ
adham	ˈædhæm
adhd	ˌeɪdˌiˌeɪtʃdˈi
adhere	ədhˈɪɹ
adhered	ædhˈɪɹd
adherence	ədhˈɪɹəns
adherent	ədhˈɪɹənt
adherents	ædhˈɪɹənts
adheres	ədhˈɪɹz
adhering	ədhˈɪɹɪŋ
adhesion	ædhˈiʒən
adhesive	ædhˈisɪv
adhesive	ədhˈisɪv
adhesives	ædhˈisɪvz
adhesives	ədhˈisɪvz
adia	ˈɑdiə
adid	ədˈɪd
adidas	ədˈidəs
adidas's	ədˈidəsɪz
adieu	ədˈu
adin	ədˈɪn
adina	ɑdˈinə
adine	ɑdˈini
adinolfi	ɑdinˈoʊlfi
adios	ˌɑdiˈoʊs
adipose	ˈædəpˌoʊs
adirondack	ˌædɚˈɑndæk
adisq	ədˈɪsk
adisq	ˈeɪdɪsk
adjacent	ədʒˈeɪsənt
adjani	æddʒˈɑni
adjective	ˈædʒɪktɪv
adjectives	ˈædʒɪktɪvz
adjoin	ədʒˈɔɪn
adjoining	ədʒˈɔɪnɪŋ
adjoins	ədʒˈɔɪnz
adjourn	ədʒˈɝn
adjourned	ədʒˈɝnd
adjourning	ədʒˈɝnɪŋ
adjournment	ədʒˈɝnmənt
adjourns	ədʒˈɝnz
adjudge	ədʒˈʌdʒ
adjudged	ədʒˈʌdʒd
adjudicate	ədʒˈudɪkˌeɪt
adjudicated	ədʒˈudəkˌeɪtɪd
adjudicating	ədʒˈudɪkˌeɪtɪŋ
adjudication	ədʒˌudəkˈeɪʃən
adjunct	ˈædʒˌʌŋkt
adjuncts	ˈædʒˌʌŋkts
adjust	ədʒˈʌst
adjustable	ədʒˈʌstəbəl
adjustables	ədʒˈʌstəbəlz
adjusted	ədʒˈʌstɪd
adjuster	ədʒˈʌstɚ
adjusters	ədʒˈʌstɚz
adjusting	ədʒˈʌstɪŋ
adjustment	ədʒˈʌstmənt
adjustments	ədʒˈʌstmənts
adjusts	ədʒˈʌsts
adjutant	ˈædʒətənt
adkins	ˈædkɪnz
adkinson	ˈædkɪnsən
adkison	ˈædkɪsən
adkisson	ˈædkɪsən
adl-tabataba	ˌɑdəltˌɑbətˈɑbə
adl-tabatabai	ˌɑdəltˌɑbətˌʌbˈaɪ
adlai	ɑdlˈɑi
adler	ˈædlɚ
adler's	ˈædlɚz
adlers	ˈædlɚz
adley	ˈædli
adlon	ˈædlɑn
adlong	ˈædlɔŋ
adman	ˈædmən
admen	ˈædmən
admin	ˈædmɪn
administer	ədmˈɪnəstɚ
administered	ədmˈɪnəstɚd
administering	ædmˈɪnɪstˌɝɪŋ
administers	ædmˈɪnɪstɚz
administrate	ædmˈɪnɪstɹˌeɪt
administrating	ədmˈɪnəstɹˌeɪtɪŋ
administration	ædmˌɪnɪstɹˈeɪʃən
administration's	ædmˌɪnɪstɹˈeɪʃənz
administrations	ædmˌɪnɪstɹˈeɪʃənz
administrations'	ædmˌɪnɪstɹˈeɪʃənz
administrative	ədmˈɪnəstɹˌeɪtɪv
administratively	ædmˌɪnəstɹˈeɪtɪvli
administrator	ədmˈɪnəstɹˌeɪtɚ
administrator's	ædmˈɪnɪstɹˌeɪtɚz
administrators	ædmˈɪnɪstɹˌeɪtɚz
administrators'	ædmˈɪnəstɹˌeɪtɚz
admins	ədmˈɪnz
admins	ˈædmɪnz
admira	ædmˈaɪɹə
admira's	ædmˈaɪɹəz
admirable	ˈædmɚəbəl
admirable	ˈædmɹəbəl
admirably	ˈædmɚəbli
admiral	ˈædmɚəl
admiral's	ˈædmɚəlz
admirals	ˈædmɚəlz
admiralty	ˈædmɚəlti
admiration	ˌædmɚˈeɪʃən
admirations	ˌædmɚˈeɪʃənz
admire	ædmˈaɪɹ
admired	ədmˈaɪɚd
admirer	ædmˈaɪɹɚ
admirers	ədmˈaɪɹɚz
admires	ædmˈaɪɹz
admiring	ædmˈaɪɹɪŋ
admiringly	ædmˈaɪɹɪŋli
admissibility	ədmˌɪsəbˈɪləti
admissible	ədmˈɪsəbəl
admission	ædmˈɪʃən
admission	ədmˈɪʃən
admissions	ædmˈɪʃənz
admissions	ədmˈɪʃənz
admit	ədmˈɪt
admits	ədmˈɪts
admittance	ədmˈɪtəns
admitted	ədmˈɪtɪd
admittedly	ædmˈɪtɪdli
admitting	ædmˈɪtɪŋ
admitting	ədmˈɪtɪŋ
admonish	ædmˈɑnɪʃ
admonished	ədmˈɑnɪʃt
admonishes	ædmˈɑnɪʃɪz
admonishing	ædmˈɑnɪʃɪŋ
admonishment	ædmˈɑnɪʃmɛnt
admonition	ˌædmənˈɪʃən
admonitions	ˌædmənˈɪʃənz
admonitory	ˌædmˈɔnɪtˌɔɹi
adnan	ˈædnən
adney	ˈædni
ado	ədˈu
adobe	ədˈoʊbi
adobe's	ədˈoʊbiz
adolescence	ˌædəlˈɛsəns
adolescent	ˌædəlˈɛsənt
adolescents	ˌædəlˈɛsənts
adolf	ˈeɪdɑlf
adolf's	ˈeɪdɑlfs
adolfo	ədˈɑlfˌoʊ
adolph	ˈeɪdɔlf
adolpha	ɑdˈoʊlfə
adolphson	ˈædoʊlfsən
adolphus	ədˈɔlfəs
adon	ɑdˈɔn
adonia	ɑdˈoʊniə
adonis	ədˈɑnəs
adopt	ədˈɑpt
adoptable	ədˈɑptəbəl
adopted	ədˈɑptɪd
adoptee	ədˈɑptˈi
adoptees	ədˈɑptˈiz
adopter	ədˈɑptɚ
adopters	ədˈɑptɚz
adopting	ədˈɑptɪŋ
adoption	ədˈɑpʃən
adoptions	ədˈɑpʃənz
adoptive	ədˈɑptɪv
adopts	ədˈɑpts
ador	ɑdˈɔɹ
adora	ɑdˈɔɹə
adorabelle	ˈædɚəbəl
adorable	ədˈɔɹəbəl
adoration	ˌædɚˈeɪʃən
adore	ədˈɔɹ
adored	ədˈɔɹd
adoree	ædɚˈi
adorees	ædɚˈiz
adores	ədˈɔɹz
adoring	ədˈɔɹɪŋ
adorn	ədˈɔɹn
adorna	ɑdˈɔɹnə
adorned	ədˈɔɹnd
adorning	ədˈɔɹnɪŋ
adornment	ədˈɔɹnmənt
adorno	ɑdˈɔɹnoʊ
adorns	ədˈɔɹnz
adra	ˈeɪdɹə
adragna	ɑdɹˈɑɡnə
adrda	ˈeɪdɚdə
adrea	ˈɑdɹiə
adrenal	ədɹˈinəl
adrenalin	ədɹˈɛnəlɪn
adrenaline	ədɹˈɛnələn
adrenergic	ədɹɛnˈɛɹdʒɪk
adria	ˈɑdɹiə
adrian	ˈeɪdɹiən
adriana	ˌeɪdɹiˈænə
adriance	ɑdɹˈiəns
adriano	ɑdɹiˈɑnoʊ
adriatic	ˌeɪdɹiˈætɪk
adriel	ədɹˈil
adrienne	ɑdɹiˈɛn
adrift	ədɹˈɪft
adroit	ədɹˈɔɪt
adroitly	ədɹˈɔɪtli
ads	ˈædz
ads'	ˈædz
adsit	ˈædsɪt
adsl	ˌeɪdˌiˌɛsˈɛl
adsorption	ədsˈɔɹpʃən
adss	ˈeɪdˈiˈɛsˈɛs
adss	ˈæds
adstar	ˈædstɑɹ
adsteam	ˈædstim
adtec	ˈædtˌɛk
adulate	ˈædʒəlˌeɪt
adulation	ˌædʒəlˈeɪʃən
aduliadae	ədˌuliˈɑdeɪ
adult	ədˈʌlt
adult	ˈædəlt
adulterate	ədˈʌltɚˌeɪt
adulterated	ədˈʌltɚˌeɪtɪd
adulterates	ədˈʌltɚˌeɪts
adulteration	ədˌʌltɚˈeɪʃən
adulterer	ədˈʌltɚɚ
adulterers	ədˈʌltɚɚz
adulterous	ədˈʌltɚəs
adultery	ədˈʌltɚi
adulthood	ədˈʌlthˌʊd
adults	ədˈʌlts
adults	ˈædəlts
adults'	ədˈʌlts
adults'	ˈædəlts
adusdur	ˈædəsdɚ
advacare	ˈædvəkˌɛɹ
advalue	ˈædvəlˌu
advance	ədvˈæns
advance's	ədvˈænsəz
advance's	ədvˈænsɪz
advanced	ədvˈænst
advancement	ədvˈænsmənt
advancements	ədvˈænsmənts
advancer	ədvˈænsɚ
advancers	ədvˈænsɚz
advances	ədvˈænsəz
advances	ədvˈænsɪz
advancing	ədvˈænsɪŋ
advani	ædvˈɑni
advanta	ædvˈæntə
advanta	ədvˈæntə
advanta's	ædvˈæntəz
advanta's	ədvˈæntəz
advantage	ædvˈæntɪdʒ
advantaged	ædvˈæntɪdʒd
advantageous	ˌædvəntˈeɪdʒəs
advantages	ædvˈæntɪdʒɪz
advantest	ædvˈæntəst
advection	ædvˈɛkʃən
advent	ˈædvˌɛnt
adventist	ˈædvˌɛntɪst
adventists	ˈædvˌɛntɪsts
adventure	ædvˈɛntʃɚ
adventure	ədvˈɛntʃɚ
adventurer	ædvˈɛntʃɚɚ
adventurer	ədvˈɛntʃɚɚ
adventurers	ædvˈɛntʃɚɚz
adventurers	ədvˈɛntʃɚɚz
adventures	ædvˈɛntʃɚz
adventuresome	ædvˈɛntʃɚsəm
adventurism	ædvˈɛntʃɚˌɪzəm
adventurous	ædvˈɛntʃɚəs
adventurous	ədvˈɛntʃɚəs
adverb	ˈædvɚb
adverbial	ædvˈɝbiəl
adverbs	ˈædvɚbz
adversarial	ˌædvɚsˈɛɹiəl
adversaries	ˈædvɚsˌɛɹiz
adversary	ˈædvɚsˌɛɹi
adverse	ædvˈɝs
adverse	ədvˈɝs
adverse	ˈædvˌɝs
adversely	ædvˈɝsli
adversity	ædvˈɝsɪtˌi
adversity	ədvˈɝsɪti
advert	ˈædvɚt
advertise	ˈædvɚtˌaɪz
advertised	ˈædvɚtˌaɪzd
advertisement	ˌædvɚtˈaɪzmənt
advertisements	ˈædvɚtˌaɪzmənts
advertiser	ˈædvɚtˌaɪzɚ
advertiser's	ˈædvɚtˌaɪzɚz
advertisers	ˈædvɚtˌaɪzɚz
advertisers'	ˈædvˌɝtˌaɪzɚz
advertises	ˈædvɚtˌaɪzɪz
advertising	ˈædvɚtˌaɪzɪŋ
advertising's	ˈædvɚtˌaɪzɪŋz
advertorial	ˌædvɚtˈɔɹiəl
advertorials	ˌædvɚtˈɔɹiəlz
advest	ˈædvɛst
advice	ædvˈaɪs
advice	ədvˈaɪs
advil	ˈædvˌɪl
advil's	ˈædvˌɪlz
advisability	ˌædvˌaɪzəbˈɪlɪti
advisable	ədvˈaɪzəbəl
advise	ædvˈaɪz
advise	ədvˈaɪz
advised	ædvˈaɪzd
advised	ədvˈaɪzd
advisedly	ædvˈaɪzədli
advisedly	ədvˈaɪzədli
advisement	ədvˈaɪzmənt
adviser	ædvˈaɪzɚ
adviser's	ədvˈaɪzɚz
advisers	ædvˈaɪzɚz
advisers'	ˌædvˈaɪzɚz
advises	ædvˈaɪzɪz
advising	ædvˈaɪzɪŋ
advisor	ædvˈaɪzɚ
advisories	ədvˈaɪzɚiz
advisors	ædvˈaɪzɚz
advisory	ædvˈaɪzɚi
advo	ˈædvoʊ
advocacy	ˈædvəkəsi
advocate	ˈædvəkˌeɪt
advocate's	ˈædvəkəts
advocated	ˈædvəkˌeɪtɪd
advocates	ˈædvəkˌeɪts
advocating	ˈædvəkˌeɪtɪŋ
advocation	ˌædvəkˈeɪʃən
adweek	ˈædwik
adwell	ədwˈɛl
adwords	ˈædwˌɝdz
ady	ˈeɪdi
adz	ˈædz
ae	ˈeɪ
aegean	ɪdʒˈiən
aegerter	ˈɛɡɚtɚ
aegis	ˈidʒəs
aegon	ˈeɪɡɑn
aeltus	ˈæltəs
aeneas	ˈæniəs
aeneid	ənˈiɪd
aeolus	ˈɛoʊlʊs
aequitron	ˈeɪkwɪtɹɑn
aer	ˈeɪˈiˈɑɹ
aer	ˈɛɹ
aerial	ˈɛɹiəl
aerials	ˈɛɹiəlz
aerie	ˈɛɹi
aerien	ˈɛɹiən
aeriens	ˈɛɹiənz
aeritalia	ˌɛɹɪtˈæljə
aero	ˈɛɹoʊ
aerobatic	ˌɛɹəbˈætɪk
aerobatics	ˌɛɹəbˈætɪks
aerobic	ɛɹˈoʊbɪk
aerobically	ɛɹˈoʊbɪkli
aerobics	ɚˈoʊbɪks
aerodrome	ˈɛɹədɹˌoʊm
aerodromes	ˈɛɹədɹˌoʊmz
aerodynamic	ˌɛɹoʊdaɪnˈæmɪk
aerodynamically	ˌɛɹoʊdaɪnˈæmɪkli
aerodynamicist	ˌɛɹoʊdaɪnˈæmɪsɪst
aerodynamicists	ˌɛɹoʊdaɪnˈæmɪsɪsts
aerodynamics	ˌɛɹoʊdaɪnˈæmɪks
aerodyne	ˈɛɹədˌaɪn
aerodyne's	ˈɛɹədˌaɪnz
aeroflot	ˈɛɹoʊflˌɑt
aeroflot's	ˈɛɹoʊflˌɑts
aerogenosa	ˈɛɹədʒənˌoʊsə
aerojet	ˈɛɹoʊdʒˌɛt
aerojets	ˈɛɹoʊdʒˌɛts
aerolift	ˈɛɹoʊlˌɪft
aerolifts	ˈɛɹoʊlˌɪfts
aerolineas	ˌɛɹoʊlˈɪniəs
aeromar	ˈɛɹoʊmɑɹ
aeromar	ˈɛɹəmɑɹ
aeromexico	ˌɛɹoʊmˈɛksɪkˌoʊ
aeromexico's	ˌɛɹoʊmˈɛksɪkˌoʊz
aeronautic	ˌɛɹoʊnˈɑtək
aeronautical	ˌɛɹoʊnˈɑtəkəl
aeronautical	ˌɛɹənˈɑtəkəl
aeronauticas	ˌɛɹoʊnˈɔtɪkəs
aeronautics	ˌɛɹənˈɔtɪks
aeroperu	ˌɛɹoʊpeɪɹˈu
aeroperu's	ˌɛɹoʊpeɪɹˈuz
aeroquip	ˈɛɹəkwˌɪp
aeroscience	ˌɛɹoʊsˈaɪəs
aerosmith	ˈɛɹoʊsmˌɪθ
aerosmith's	ˈɛɹoʊsmˌɪθs
aerosol	ˈɛɹəsˌɑl
aerosols	ˈɛɹəsˌɑlz
aerospace	ˈɛɹoʊspˌeɪs
aerospace's	ˈɛɹoʊspˌeɪsɪz
aerospatiale	ˌɛɹoʊspˌɑsiˈɑl
aerospatiale's	ˌɛɹoʊspˌɑsiˈɑlz
aerostar	ˈɛɹoʊstˌɑɹ
aerostar's	ˈɛɹoʊstˌɑɹz
aerostars	ˈɛɹoʊstˌɑɹz
aerostat	ˈɛɹoʊstˌæt
aerostat's	ˈɛɹoʊstˌæts
aerostats	ˈɛɹoʊstˌæts
aerotech	ˈɛɹoʊtˌɛk
aerovias	ɛɹoʊvˈiəz
aerts	ˈɛɹts
aeschelus	ˈɛskələs
aeschliman	ˈɛʃlimən
aesop	ˈisˌɑp
aesop's	ˈisˌɑps
aesthenopia	æsθənˈɔpjə
aesthete	ˈɛsθit
aesthete's	ˈɛsθits
aesthetes	ˈɛsθits
aesthetic	ɛsθˈɛtɪk
aesthetically	ɛsθˈɛtɪkli
aesthetics	ɛsθˈɛtɪks
aetna	ˈɛtnə
aetna's	ˈɛtnəz
afanasyev	ˌæfənˈeɪsiɛv
afar	əfˈɑɹ
affable	ˈæfəbəl
affably	ˈæfəbli
affair	əfˈɛɹ
affair's	əfˈɛɹz
affairs	əfˈɛɹz
affect	əfˈɛkt
affectation	ˌæfɛktˈeɪʃən
affected	əfˈɛktɪd
affecting	əfˈɛktɪŋ
affection	əfˈɛkʃən
affectionate	əfˈɛkʃənət
affectionate	əfˈɛkʃənɪt
affectionately	əfˈɛkʃənətli
affections	əfˈɛkʃənz
affective	əfˈɛktɪv
affectively	əfˈɛktɪvli
affects	əfˈɛkts
affeldt	ˈæfɪlt
afferent	ˈæfɚənt
affiant	ˈæfiənt
affidavit	ˌæfədˈeɪvət
affidavits	ˌæfɪdˈeɪvɪts
affiliate	əfˈɪliət
affiliate	əfˈɪliˌeɪt
affiliate's	əfˈɪliˌeɪts
affiliated	əfˈɪliˌeɪtɪd
affiliated's	əfˈɪliˌeɪtɪdz
affiliates	əfˈɪliəts
affiliates	əfˈɪliˌeɪts
affiliates'	əfˈɪliɪts
affiliating	əfˈɪliˌeɪtɪŋ
affiliation	əfˌɪliˈeɪʃən
affiliations	əfˌɪliˈeɪʃənz
affine	əfˈaɪn
affined	əfˈaɪnd
affines	əfˈaɪnz
affining	əfˈaɪnɪŋ
affinities	əfˈɪnətiz
affinity	əfˈɪnəti
affinity	əfˈɪnɪti
affirm	əfˈɝm
affirmation	ˌæfɚmˈeɪʃən
affirmations	ˌæfɚmˈeɪʃənz
affirmative	əfˈɝmətɪv
affirmatively	əfˈɝmətɪvli
affirmed	əfˈɝmd
affirming	əfˈɝmɪŋ
affirms	əfˈɝmz
affix	əfˈɪks
affix	ˈæfɪks
affixed	əfˈɪkst
affixes	əfˈɪksɪz
affixes	ˈæfɪksɪz
affixing	əfˈɪksɪŋ
affleck	ˈæflɪk
afflerbach	ˈæflɚbˌɑk
afflict	əflˈɪkt
afflicted	əflˈɪktɪd
afflicting	əflˈɪktɪŋ
affliction	əflˈɪkʃən
afflictions	əflˈɪkʃənz
afflicts	əflˈɪkts
afflik	ˌæflˈɪk
affluence	ˈæfluəns
affluent	ˈæfluənt
affolter	ˈæfoʊltɚ
afford	əfˈɔɹd
affordability	əfˌɔɹdəbˈɪləti
affordable	əfˈɔɹdəbəl
affordably	əfˈɔɹdəbli
afforded	əfˈɔɹdəd
affording	əfˈɔɹdɪŋ
affords	əfˈɔɹdz
affricate	ˈæfɹəkət
affricates	ˈæfɹəkəts
affrication	ˌæfɹəkˈeɪʃən
affront	əfɹˈʌnt
affronted	əfɹˈʌntɪd
affronting	əfɹˈʌntɪŋ
affronts	əfɹˈʌnts
affymax	ˈæfimˌæks
afghan	ˈæfɡˌæn
afghani	æfɡˈɑni
afghani's	æfɡˈæniz
afghanis	æfɡˈæniz
afghanistan	æfɡˈænəstˌæn
afghanistan's	æfɡˈænəstˌænz
afghanistans	æfɡˈænəstˌænz
afghans	ˈæfɡˌænz
afheldt	ˈæfˌɛlt
aficionado	əfˌiʃjənˈɑdˌoʊ
aficionados	əfˌɪʃənˈɑdoʊz
afield	əfˈild
afire	əfˈaɪɹ
afl	ˌeɪˌɛfˈɛl
aflame	əflˈeɪm
aflatoxin	ˌæflətˈɑksɪn
afloat	əflˈoʊt
aflutter	əflˈʌtɚ
afmed	ˈæfmɛd
afonso	əfˈɑnsoʊ
afoot	əfˈʊt
aforementioned	əfˈɔɹmˌɛnʃənd
aforesaid	əfˈɔɹsˌɛd
aforethought	əfˈɔɹθˌɑt
afoul	əfˈaʊl
afraid	əfɹˈeɪd
afresh	əfɹˈɛʃ
africa	ˈæfɹɪkə
africa's	ˈæfɹəkəz
africa's	ˈæfɹɪkəz
african	ˈæfɹɪkən
african-american	ˈæfɹəkənəmˈɛɹəkən
african-americans	ˈæfɹɪkənəmˈɛɹɪkənz
africanist	ˈæfɹɪkənɪst
africanist's	ˈæfɹɪkɑnɪsts
africanists	ˈæfɹɪkɑnɪsts
africanize	ˈæfɹəkənˌaɪz
africanized	ˈæfɹəkənˌaɪzd
africans	ˈæfɹɪkənz
afridi	əfɹˈidi
afrikaans	ˌæfɹəkˈɑnz
afrikaner	ˌæfɹəkˈɑnɚ
afrikanerdom	ˌæfɹəkˈɑnɚdəm
afrikaners	ˌæfɹɪkˈɑnɚz
afro	ˈæfɹoʊ
afroamerican	ˈæfɹoʊəmˈɛɹəkən
afroamericans	ˈæfɹoʊəmˈɛɹəkənz
